Sex,Age,Height(Inches),Weight(Pounds),BMI
0,31,68.77435,145.0052,21.55407608
0,19,66.37859,131.3486,20.95888747
0,30,69.17309,126.2065,
1,31,70.34987,133.2638,18.93147352
0,21,66.73457,124.768,19.69700995
0,21,67.61739,127.7756,
0,33,67.42499,136.4474,21.10193627
0,32,68.36893,125.469,18.87198985
1,22,70.41579,140.6165,19.93861538
0,34,68.06868,120.743,18.32171522
0,31,67.28263,116.5436,18.10011502
1,19,67.09562,129.5261,20.22869062
0,26,67.12164,116.9111,18.24439441
0,34,66.69727,139.9522,22.1188446
0,31,67.49634,117.8126,18.18151702
1,18,70.01384,135.0441,19.3689752
0,35,65.78477,129.2745,21.00201524
0,20,69.47803,159.105,23.17328805
0,22,66.13543,122.234,19.64818708
1,31,68.43099,146.9206,22.05849463
0,19,67.75061,125.6399,19.24420552
1,18,66.95323,105.2662,16.50990988
1,32,69.32421,129.7352,18.97958845
1,32,68.63523,117.0937,17.47584429
1,21,67.52914,122.7438,18.9241312
1,25,68.96422,126.6954,18.72888891
1,32,66.61586,115.7427,18.33737452
1,25,68.37756,129.5414,19.47960793
0,22,71.01311,127.9603,17.84008863
1,19,68.8398,123.6722,18.34812586
1,35,68.2039,142.9882,21.61128571
1,19,68.87387,122.7388,18.19163458
1,29,68.56397,120.7988,18.06631305
1,22,69.64694,127.4074,18.46670438
1,32,68.82478,141.8906,21.06021426
0,33,64.48848,129.7648,21.93771773
1,29,69.09307,133.503,19.6616911
1,22,68.432,115.0608,17.27458995
1,31,67.72728,130.8804,20.06070396
0,26,68.58961,133.8262,19.9996918
0,33,67.23444,128.1166,19.92602379
1,24,69.16746,132.765,19.51096583
0,23,67.57615,126.0391,19.40515995
0,21,65.096,119.3788,19.80694186
0,26,65.51027,107.6904,17.64237444
0,29,71.15893,123.3434,17.12599928
1,30,70.48329,138.2703,19.56840343
0,22,68.18618,140.2804,21.21304915
1,27,66.94975,135.623,21.27326996
1,25,67.48547,114.2417,17.63611521
1,25,65.02626,105.0766,17.47138296
0,18,68.66772,128.1246,19.10407838
1,27,68.76668,120.2954,17.88511469
0,34,70.72339,144.1367,20.26036473
0,27,68.16494,142.4759,21.55847911
0,28,65.74529,129.1718,21.01054145
0,19,67.60346,135.049,20.77554132
1,18,69.27402,132.8954,19.47009144
1,31,68.96879,122.0169,18.03489413
0,29,68.43776,150.6044,22.6071029
0,32,67.71247,128.9561,19.77440396
0,25,71.63304,138.1379,18.92713625
0,23,64.46515,102.4585,17.33392137
1,21,66.91695,117.4932,18.4475748
1,28,65.28324,124.6847,20.5687826
0,32,69.80506,139.8376,20.17664608
1,27,67.50948,130.1897,20.08380169
0,31,68.54457,133.0212,19.90552207
1,31,67.50779,113.7693,17.55157638
1,31,69.02801,125.2331,18.47852272
1,30,67.19638,128.2747,19.97321958
0,24,69.38252,136.381,19.91831312
0,20,67.07315,137.2259,21.44556566
1,32,65.53914,120.1128,19.66014146
1,26,69.12113,136.8986,20.14541284
0,24,68.12859,123.5782,18.71896737
1,28,66.18245,118.4861,19.01868775
1,35,68.75005,125.2406,18.62935963
1,22,69.66247,133.9579,19.40749203
0,31,67.87585,119.188,18.18866372
0,22,69.51193,138.2564,20.11709998
0,35,68.10429,117.4216,17.79909325
0,19,68.41818,140.0468,21.03434433
0,22,65.02588,95.09752,15.81231796
1,31,68.73364,119.9769,17.85491439
1,28,68.46417,127.8286,19.17344541
1,33,68.95687,122.36,18.09185971
0,19,67.64606,129.6722,19.92327318
0,23,67.98046,111.7482,17.00087062
1,33,67.52579,127.943,19.72767961
1,27,68.10182,116.2066,17.61619794
0,27,65.37706,127.1152,20.9095909
1,30,66.7445,120.9335,19.0859806
1,26,66.27875,111.7677,17.88819496
0,27,69.7328,131.9363,19.07607041
0,26,67.30255,119.1448,18.49314938
1,29,69.02553,129.4502,19.10214114
1,21,70.08744,138.438,19.8140724
1,34,67.5875,123.9873,19.08285109
0,18,68.44123,135.9688,20.40809544
0,21,67.97198,123.3787,18.77496655
1,18,66.10388,122.6718,19.73738711
0,34,66.0128,116.2522,18.75614994
0,31,67.45078,139.0873,21.49375766
1,31,69.63918,137.3555,19.91304067
1,19,70.26322,128.9824,18.36847833
0,30,71.18245,134.1429,18.61318318
1,28,67.48152,113.786,17.56782278
0,26,67.30461,121.5465,18.8647762
0,32,68.27851,128.6151,19.39647063
0,31,67.93965,129.5938,19.73951319
1,29,66.34597,117.4876,18.76556998
1,20,66.17643,134.2907,21.55947058
0,31,64.65454,116.1862,19.54138402
0,26,67.54127,125.4026,19.32711005
0,20,68.59123,122.8707,18.36157685
1,18,63.19682,109.5683,19.28827086
0,31,67.87138,121.2874,18.51148037
0,29,69.10296,143.9699,21.19713792
0,24,69.35396,136.2498,19.91554382
1,24,66.69452,117.4852,18.56956292
0,32,68.01196,111.6817,16.97501859
0,29,65.03661,104.7919,17.41849976
0,24,67.43888,124.3636,19.2252241
0,20,,128.7613,
0,27,70.20849,144.0743,20.54972795
0,25,67.13509,125.9127,19.6412539
0,33,64.94556,129.3952,21.56840641
0,30,68.59608,118.1328,17.65105732
1,23,66.23435,136.462,21.86975907
1,18,69.86976,124.5872,17.94294585
1,31,67.15711,121.2002,18.89374993
1,33,66.2651,124.1129,19.87220377
1,32,68.35631,129.7324,19.52046033
0,27,71.29633,135.8907,18.79551412
1,31,70.11197,,
1,26,66.10542,133.4835,21.47594443
0,27,69.08371,133.6883,19.6943168
0,26,67.40367,128.5047,19.88615172
0,32,66.85289,131.739,20.72396327
1,24,69.20063,132.4558,19.44686983
0,19,70.60672,124.7653,17.59545756
1,34,68.53661,121.9863,18.25848101
0,33,68.93974,131.5648,19.46252804
1,25,67.96975,127.7058,19.43471162
1,21,65.23482,104.5786,17.27757197
1,19,71.6941,137.807,18.849649
1,27,69.24201,113.2636,16.60924351
1,23,67.94013,140.4541,21.39343382
0,21,69.61292,132.7728,19.26319121
0,27,67.27993,122.6409,19.04860126
1,24,66.33297,135.2301,21.60793711
0,25,66.12205,109.5588,17.61787285
0,18,72.21224,144.4488,19.47561265
1,24,68.64486,134.8144,20.11495474
0,30,66.69156,126.1919,19.94750353
1,18,65.73194,116.6978,18.98928411
0,26,68.38632,138.149,20.76864204
0,31,71.57464,153.8989,21.12107384
1,35,71.70436,130.4351,17.83619335
1,25,71.22448,130.8944,18.14100388
1,31,69.04649,116.1818,17.13380077
0,18,69.24498,131.2336,19.24275622
1,27,69.31455,149.1439,21.82506285
0,29,67.37766,116.1292,17.98491584
1,32,65.85673,120.8833,19.59588155
1,29,68.3071,111.1158,16.74337276
1,29,62.66611,102.4978,18.35049967
1,29,66.11815,124.0832,19.95585878
1,24,66.10233,119.1205,19.16689641
1,18,70.76474,134.5527,18.89110709
1,27,67.3541,126.4415,19.59568224
1,21,67.29001,115.4747,17.93017304
0,33,68.9878,136.8897,20.22204182
0,27,67.50241,129.6194,20.0000128
1,34,67.80553,131.8187,20.1579154
0,32,70.86344,143.7688,20.12885214
1,32,66.88387,134.1093,21.07729778
0,20,69.60302,114.8928,16.67383387
1,30,65.8415,109.0991,17.69377739
1,24,68.05408,140.0282,21.25719691
0,29,67.79184,130.6684,19.990081
0,32,66.63211,130.5872,20.67913182
1,18,68.05862,130.8255,19.85751729
0,32,66.37615,122.9051,19.61302633
0,33,66.6771,106.3209,16.81372975
0,26,63.97165,125.9937,21.64574554
1,23,69.12251,146.0978,21.49826936
1,23,68.28209,134.7229,20.31545882
1,31,68.12163,149.2238,22.6082453
0,21,66.18678,118.8765,19.07885589
1,26,67.49155,121.369,18.73301984
0,25,70.23978,127.3437,18.14721576
1,31,69.18802,119.5174,17.55367916
0,28,66.98707,115.3673,18.07588576
1,31,71.11033,145.6761,20.25451003
1,19,68.61714,128.542,19.19458168
1,29,66.8577,127.9222,20.1206441
0,35,67.07586,138.2211,21.59934938
1,22,63.93118,111.9108,19.25064934
0,23,65.85939,113.125,18.33673498
1,31,69.44418,139.1515,20.28686821
0,18,67.8368,129.6571,19.80908525
1,19,64.76778,123.182,20.64562584
0,19,66.2066,113.314,18.17522614
1,24,67.79536,131.6799,20.14273177
0,18,72.01784,124.9024,16.93126566
1,30,65.20628,115.5842,19.11254171
0,22,67.38543,,
0,21,66.56993,115.3937,18.30731786
1,34,66.03326,108.599,17.51052523
0,25,68.54084,122.4814,18.33032311
1,35,66.75178,123.5222,19.49028276
1,32,71.83647,140.7706,19.17877301
0,34,63.58595,131.2403,
1,22,67.86356,125.8127,19.20657958
0,27,69.18172,135.9835,19.97571478
0,25,70.22442,129.4703,18.45834063
0,34,70.26193,126.4545,18.00913951
0,18,68.25391,131.4638,19.84037765
1,28,67.64774,133.374,20.49101239
1,20,67.60438,113.665,17.48541368
0,28,64.18161,92.72194,15.82559762
1,33,69.07121,133.7058,19.70402466
1,18,67.16346,119.9669,18.6979562
0,25,65.77951,122.1882,19.85394538
0,19,66.50073,124.7978,19.8405144
1,21,63.97477,113.8485,19.55728976
1,35,67.69537,103.4807,15.87596925
0,28,70.51405,154.9609,21.91137519
1,20,69.76942,133.3499,19.26022219
0,29,70.56116,142.826,20.16854988
0,19,68.60348,115.6884,17.28209331
1,22,64.8078,126.7873,21.22364728
0,31,70.90317,130.958,18.31468919
1,23,66.45704,120.7458,19.22157052
1,19,69.81243,134.6215,19.41993353
1,28,67.93456,113.5044,17.29139323
1,32,68.21735,122.932,18.57265887
0,32,70.49535,141.461,20.01311106
0,28,67.39105,106.465,16.48167083
0,21,71.6752,139.7622,19.12717032
1,33,68.59578,147.415,22.02651063
0,30,67.0862,115.6875,18.07252669
1,20,68.16122,136.504,20.65710663
1,24,67.98705,105.9146,16.11024925
1,28,64.80826,114.3374,19.13931601
1,24,68.38232,142.4635,21.41976844
0,25,69.73223,130.6929,18.89660177
1,20,65.31482,110.0279,18.13335564
1,19,67.93911,117.1572,17.84547453
0,25,66.28781,128.8133,20.6106737
0,28,65.31992,157.9292,26.02375556
1,28,67.56335,120.957,18.62976945
1,20,69.33362,127.7738,18.68757217
1,21,68.05282,119.9513,18.21006643
1,20,68.7317,130.5724,19.43282944
1,35,66.24459,131.6161,21.08662179
0,31,67.13869,130.7992,20.40131612
1,32,64.8849,115.8741,19.35075518
1,26,67.27717,128.8991,20.02226843
1,32,66.586,116.0707,18.40583712
0,33,67.12561,113.2244,17.66698178
0,35,65.22732,115.8697,19.14739234
0,30,67.58676,132.6108,20.41053853
0,25,69.53328,124.1201,18.04909821
0,30,68.83049,141.3701,20.97947744
0,29,,116.924,
1,18,68.74387,124.9707,18.59255484
0,23,64.0985,103.2453,17.66743008
1,30,70.8389,150.1694,21.03955993
0,31,68.9783,130.9676,19.35252866
1,35,67.48817,124.8039,
0,25,69.27081,124.6497,18.26373216
0,19,67.12082,119.5077,18.65005878
1,29,70.77956,125.8114,17.65643833
1,34,67.97148,111.5771,
0,29,72.82909,149.1342,19.76816265
1,25,66.00035,115.6001,18.65797713
0,25,66.37328,127.1567,
1,28,67.24395,128.6992,20.01097448
1,18,69.45193,122.1409,17.80292253
1,33,70.32167,133.6321,18.99902287
1,28,64.85287,124.4417,20.80206068
1,31,66.82049,124.4221,19.59192181
0,29,67.88258,124.2948,18.96422518
1,34,68.26595,121.0339,18.25986552
1,33,66.40595,108.3041,17.26751068
0,18,69.54769,148.9234,21.64693172
1,21,68.91851,117.4566,17.38619274
1,28,67.1916,123.127,19.17441647
0,29,67.33889,120.5712,18.69435564
0,30,67.05347,120.1048,18.78091181
1,25,66.71262,124.3153,19.63845926
0,33,69.98886,141.4564,20.3031576
1,23,71.51013,139.8831,19.23219869
0,35,73.19268,150.9736,19.81365223
0,29,67.79156,132.7662,20.31117711
0,31,68.64126,132.4578,19.76541182
1,27,66.17287,133.4576,21.42802737
0,23,67.35348,134.5655,20.85510948
1,34,67.26831,123.5621,19.19831312
1,35,66.43498,113.6441,18.10306456
0,24,69.66258,122.2091,17.70529878
0,26,67.46824,107.2974,16.57254702
1,21,71.53982,140.1055,19.24679063
1,24,70.50755,130.405,18.44258608
1,29,67.39344,140.9644,21.8209182
1,26,68.28771,142.5192,21.48755996
0,31,70.85948,143.5364,20.09856041
1,20,68.2026,128.7043,19.45315372
0,31,71.52565,142.5129,19.58526152
1,27,67.68578,122.5681,18.80967976
0,33,68.77033,145.575,21.64130301
1,27,69.69672,124.4363,18.01031185
1,22,69.86332,132.8198,19.13212482
0,35,68.11448,130.3112,19.74702504
1,21,67.44093,132.8781,20.54022196
1,19,64.59419,103.0731,17.36829746
0,27,66.89966,119.9647,18.8453616
1,34,66.46718,113.4911,18.06118007
0,29,68.19723,124.665,18.84559679
0,26,69.78449,137.4408,19.84251331
1,19,66.84378,117.16,18.43555364
1,34,67.60705,117.721,18.10792947
0,31,69.81536,130.9669,18.89115051
0,22,68.71877,128.5218,19.13484146
0,22,69.44319,119.0987,17.36386975
0,27,66.78997,124.5261,19.62622231
1,18,70.36901,141.0114,20.02120286
1,33,68.40678,128.6087,19.32283636
1,31,66.17464,115.9334,18.6133362
0,19,64.05399,133.0834,22.80501363
0,31,66.90763,128.5777,20.19357369
0,33,66.08072,103.0628,16.59400545
0,21,68.68999,121.2085,18.06113314
1,21,66.15716,121.0179,19.43993145
0,23,68.64629,122.4392,18.26775447
0,28,64.94119,116.4141,19.40724658
0,22,68.07015,137.3806,20.84542804
1,22,64.00869,118.3034,20.30103463
0,18,65.53683,107.9785,17.67523726
0,18,67.41471,121.7855,18.84018079
0,30,65.74584,121.5395,19.76877289
1,34,,140.962,
1,18,63.73028,114.8628,19.88321321
1,28,67.5378,107.9156,16.63371416
1,21,68.83259,123.8887,18.38409675
1,21,68.60078,114.8935,17.16469836
1,19,70.33758,135.3466,19.2340761
1,35,68.06319,122.375,18.57235297
0,22,67.31084,134.7184,20.90526703
0,20,67.93548,111.8576,17.04005626
1,35,70.21616,124.6681,17.77788181
1,23,70.22715,126.5091,18.03476559
1,31,67.41853,123.4532,19.09600931
0,25,69.66876,126.5893,18.33663586
0,29,66.51862,131.9422,20.96505874
1,26,66.56167,123.7117,19.63184784
1,31,65.37204,125.3946,20.62973184
1,21,71.0227,140.9263,19.64248891
1,22,69.76803,125.9309,18.18939317
0,24,69.13129,124.6745,18.34117426
0,34,70.11223,142.237,20.34341443
1,28,66.65293,122.3701,19.36580917
0,33,71.50512,126.6515,17.41545727
1,21,67.35973,133.4416,20.67708862
1,19,67.0525,125.5655,19.63537521
1,35,70.82773,148.3559,20.79203513
0,26,68.41937,125.6235,18.8673789
1,24,68.65019,123.9353,18.48886958
1,22,67.9628,132.746,20.20587868
0,28,70.56903,126.337,17.83614884
1,31,69.24189,135.4178,19.85805688
0,22,67.38822,140.2362,21.71155799
1,26,63.09263,104.4273,18.44402111
1,18,68.73587,111.0236,16.5214158
0,30,67.79277,142.0958,21.73768576
1,27,68.54986,136.4451,20.4147292
1,22,70.1535,120.8283,17.26111328
0,21,70.09971,126.219,18.05889264
0,24,67.95659,134.1742,20.42700437
0,30,69.44167,121.8278,17.76253359
1,27,67.44686,126.7548,19.59024045
0,27,69.5806,131.3823,19.07916419
0,28,69.63943,138.8988,20.13663518
0,21,69.95134,143.1008,20.56121663
1,33,66.54229,129.1494,20.50669779
1,24,65.47078,129.3234,21.21196529
0,33,65.98373,137.8792,22.26505921
0,32,67.1234,123.9595,19.34330796
1,29,65.06387,105.1229,17.45887975
1,19,69.55975,139.0725,20.20803384
0,24,68.47409,124.6217,18.68701596
0,35,69.93312,139.2227,20.01442267
0,29,67.5759,144.2837,22.214289
1,33,66.79037,126.0623,19.86810066
0,30,69.56945,134.6805,19.56439416
0,19,73.00543,144.8899,19.11290098
0,27,68.94047,124.2216,18.37585109
0,23,66.71029,114.4104,18.07501517
1,26,70.56037,126.6797,17.8889212
1,19,66.06623,121.9,19.63556849
1,26,72.09895,144.037,19.48116888
0,28,67.44827,119.4643,18.46270527
1,19,68.97642,135.795,20.06694699
1,20,69.04275,113.957,16.80752125
0,31,68.66189,137.4046,20.49125645
1,19,71.18002,136.655,18.96304776
1,27,66.66057,126.3655,19.99352169
0,18,63.36463,110.6809,19.38106773
0,21,69.34799,125.2128,18.30542411
1,33,69.77767,135.8281,19.61351909
1,20,69.07072,130.9719,19.30140774
0,23,68.32296,118.1762,17.7989957
1,22,66.55968,118.5975,18.82139926
0,34,68.37761,112.1167,16.85936824
1,34,65.98221,115.1319,18.59262801
1,20,63.25998,110.1988,19.36054545
1,34,71.62632,153.9411,21.09638935
1,35,66.09519,98.68208,15.88171535
0,29,67.48908,116.7462,18.02082053
1,19,70.30231,124.28,17.67912953
0,25,64.70216,119.9535,20.14532089
1,29,64.77568,101.9952,17.09049321
1,22,66.64032,119.5377,18.92472475
0,29,70.55327,126.3116,17.84053056
0,19,67.87381,126.972,19.37770444
0,18,65.91455,113.3049,18.33516965
0,19,69.77502,125.1068,18.06674024
1,21,66.139,107.6645,17.30438238
1,35,65.92413,125.8118,20.35313838
0,35,69.6475,131.9709,19.12784035
0,22,68.14729,124.0205,18.77565609
1,30,67.74068,113.6562,17.41377191
0,35,68.11275,106.676,16.16622863
0,32,68.20793,113.7575,17.19131602
1,33,68.37827,123.0314,18.50029154
1,30,67.82451,130.8329,19.99596933
1,19,67.48875,111.5242,17.21492645
0,26,69.68654,142.2781,20.5986651
0,27,69.65756,142.6607,20.67124618
1,18,70.94824,134.3418,18.76405658
0,26,68.7831,121.5774,18.06708904
1,26,69.0255,135.5666,20.0047167
1,28,68.53275,151.8248,22.72716283
1,35,65.24397,139.6435,23.06422098
1,31,68.75415,122.4198,18.20759794
1,29,66.91508,118.2568,18.5685052
1,20,68.90378,143.5003,21.2503231
0,32,64.45659,137.1951,23.21682204
0,20,69.37774,133.934,19.56362665
0,26,69.76118,106.7714,15.42503383
0,23,67.73498,132.2829,20.27106271
0,31,65.93122,136.2363,22.03481659
0,30,72.06156,145.1228,19.64839832
1,24,69.92008,139.7968,20.10445114
0,27,68.01618,121.4656,18.45982798
1,32,70.62601,146.913,20.70759717
0,19,65.42178,112.1659,18.4253165
0,24,68.50672,139.005,20.82393966
0,31,69.48629,128.6752,18.73680024
0,23,65.57785,136.1471,22.25834506
1,33,67.95425,122.3756,18.63204012
0,28,68.9238,137.9993,20.42383439
0,22,64.5782,113.4876,19.13266046
1,35,69.22296,137.6336,20.19402834
1,23,65.8112,122.3264,19.85726351
1,33,68.38674,122.2001,18.37073711
0,32,68.064,123.0604,18.67592881
1,33,71.89949,144.9726,19.71665022
1,30,66.75955,113.9546,17.97644803
1,29,66.26364,111.5726,17.86511432
0,19,69.12286,121.6069,17.89425588
0,23,71.05851,132.4697,18.44519213
1,27,,,
0,25,66.1189,130.9344,21.05723514
1,19,67.76657,123.0486,18.83842072
0,29,66.34736,129.4624,20.67736453
0,22,69.88206,132.1693,19.02821353
0,33,68.8186,116.2218,17.25340252
1,28,69.22245,130.6511,19.16981677
0,23,69.56448,149.2076,21.67777391
0,25,65.74056,129.3787,21.04722328
1,21,66.94081,129.4569,20.31150484
0,19,66.44573,128.19,20.41356317
0,25,68.4432,137.5434,20.64324499
0,18,67.98349,130.0934,19.79006299
1,35,68.25542,128.3862,19.37505222
1,24,67.17137,115.7127,18.03065232
0,27,66.57049,137.5753,21.82608213
1,23,65.00255,127.5117,21.21720007
1,22,68.08759,132.0304,20.02335458
0,21,68.04764,140.0717,21.26782547
1,29,69.45338,147.4061,21.48461166
0,21,67.9968,110.0948,16.74128081
0,24,63.71092,103.5775,17.94058067
1,18,67.26281,132.7455,20.62854602
0,24,66.4024,117.3694,18.71484158
1,22,63.39192,109.587,19.17299903
1,23,67.72768,118.9536,18.23240736
0,22,66.803,119.5927,18.84133026
0,33,67.10602,104.2534,16.27668982
0,19,67.28255,128.7274,19.99240016
0,20,66.92397,111.4987,17.50270754
1,30,69.27156,142.0013,20.80564615
1,19,69.82977,150.7596,21.73714874
0,33,67.13762,115.8561,18.07115228
1,35,68.9154,122.9638,18.20302381
0,21,68.58518,118.3007,17.68176331
1,18,67.44759,110.2889,17.04502947
0,30,68.28475,135.5616,20.4403375
1,23,66.59309,133.2853,21.13113105
0,18,69.66864,125.674,18.20411609
1,26,66.48926,,
0,20,66.0901,124.6678,20.06690069
1,29,68.39518,128.0957,19.2522894
1,23,70.80442,130.4059,
0,23,70.79288,124.7995,17.50783753
0,32,66.19153,144.743,23.22691625
0,33,69.06036,115.5577,17.0349176
1,24,68.21507,129.3545,19.54428141
0,28,65.55386,118.7886,19.43466456
0,23,68.80277,116.4346,17.29294789
1,33,69.1402,119.6141,17.59219125
1,21,68.15536,129.5781,19.61238451
1,24,68.42978,134.0208,20.12244469
0,30,71.79676,147.6642,20.14022641
0,31,68.11027,145.6245,22.0702914
1,32,64.77343,138.189,23.15679801
0,25,68.49853,114.9544,17.22510666
0,32,68.55531,146.7026,21.94595259
0,19,67.41253,130.7003,20.22060545
0,30,71.11461,153.6546,21.36125305
0,33,66.74425,129.3251,20.41051355
0,21,68.39703,131.2146,19.71998122
0,20,69.25426,,
0,35,67.91866,136.0479,20.73540147
1,27,66.60066,131.2614,20.80553031
1,32,67.43294,126.1017,19.49734945
1,25,69.11285,147.8694,21.76504302
0,34,69.6757,134.3107,19.45121594
0,26,68.41421,146.046,21.93794068
1,27,65.50774,100.9124,16.53324592
0,22,69.76777,137.657,19.8832531
1,27,70.67766,141.3048,19.88801385
1,26,66.20366,129.6357,
0,22,65.94018,100.974,16.32706523
1,33,71.3988,129.6586,17.88209206
0,23,71.26908,149.5428,20.6996035
0,31,65.25052,135.2581,22.33542148
1,34,70.22019,129.3704,18.44632025
1,21,67.46231,121.088,18.70585287
0,21,65.38827,125.245,20.59489236
0,18,71.06891,151.2576,21.05507146
0,19,70.64691,149.0675,20.99884701
0,29,65.94902,125.9638,20.36234938
1,25,69.02074,128.0814,18.90277946
1,21,70.46626,151.3353,21.42775253
1,32,68.28099,121.4549,18.31530883
0,29,67.90092,146.1333,22.28418207
1,29,66.4104,125.4014,19.99074672
1,21,68.78832,128.2448,19.05501007
0,31,64.64202,117.7037,19.80428193
0,18,64.62019,126.3926,21.28060694
0,27,68.67167,106.6081,15.89402198
1,27,68.10937,128.4228,19.46378202
